data,open,close,high,low,volume
2005/6/7,13806,13837.29004,13846.29981,13800.08984,258052800
2005/6/8,13868.13965,13898.54981,13938.79004,13842.00977,421819800
2005/6/9,13884.21973,13898.30957,13984.33984,13876.58008,419254400
2005/6/10,13927.00977,13934.75977,13972.70996,13916.86035,326592000
2005/6/13,13948.41992,13952.01953,13978.63965,13898.45996,209902000
2005/6/14,13954.74023,13904.80957,13999.05957,13901.49023,299700600
2005/6/15,13932.84961,13914.29981,13953.03027,13870.23047,284969400
2005/6/16,13909.75,13833.53027,13909.75,13801.41992,258611600
2005/6/17,13866.79004,13912.03027,13926.58984,13847.5,412312000
2005/6/20,13928.70996,13945.76953,13966.91016,13908.7002,246064200
2005/6/21,13935.29004,13979.34961,13983.48047,13890.78027,276460400
2005/6/22,13995.63965,14161.01953,14183.38965,13995.63965,666237800
2005/6/23,14197.00977,14190.44043,14233.80957,14157.00977,543943400
2005/6/24,14141.66016,14230.29004,14230.29004,14108.38965,536796400
2005/6/27,14142.49023,14176.04004,14202.98047,14142.13965,319765800
2005/6/28,14206.80957,14287.44043,14287.44043,14174.79004,602401600
2005/6/29,14313.99023,14277.28027,14365.04981,14247.04004,543705000
2005/6/30,14281.46973,14201.05957,14310.76953,14154.7002,406370800
2005/7/4,14188.34961,14177.87012,14188.46973,14122.96973,362865800
2005/7/5,14146.44043,14124.79981,14161,14101.55957,333218800
2005/7/6,14170.70996,14149.92969,14202.08984,14126.86035,427336800
2005/7/7,14146.24023,14030.80957,14156.91992,14006.75,482251200
2005/7/8,14014.79981,13964.46973,14053.20996,13920.87012,340661000
2005/7/11,14065.33984,14157.24023,14157.24023,14047.00977,338976200
2005/7/12,14214.87988,14146.9502,14215.48047,14094.7002,332181200
2005/7/13,14170.30957,14307.29981,14308.37012,14140.40039,378495400
2005/7/14,14389.37012,14491.54004,14497.42969,14389.37012,616934800
2005/7/15,14489.83984,14504.29004,14550.16992,14444.58008,658528400
2005/7/18,14496.54981,14567,14578.69043,14487.87012,325610600
2005/7/19,14493.26953,14567.74023,14625.08008,14493.26953,454201200
2005/7/20,14584.05957,14602.7002,14673.83008,14567.01953,428144000
2005/7/21,14660.75977,14620.13965,14691.74023,14560.45996,404305000
2005/7/22,14744.51953,14786.45996,14800.30957,14655.44043,593108000
2005/7/25,14794.92969,14794.03027,14841.58008,14768.78027,388280000
2005/7/26,14818.79004,14769.92969,14840.44043,14744.38965,289148400
2005/7/27,14786.9502,14801.86035,14828.01953,14743.69043,374516000
2005/7/28,14836.29981,14813.32031,14899.70996,14771.16016,352640800
2005/7/29,14863.50977,14880.98047,14892.29004,14838.16016,412972800
2005/8/1,14892.73047,14978.87988,14989.46973,14841.12012,331918200
2005/8/2,15068.21973,15137.08008,15167.71973,15046.83984,555043400
2005/8/3,15197.05957,15118.5,15201.82031,15035.37012,537270000
2005/8/4,15101.59961,15111.54004,15186.11035,15076.4502,412126600
2005/8/5,15054.62988,15051.32031,15083.50977,14972.51953,342387400
2005/8/8,15033.98047,15108.94043,15117.91016,15024.54004,226935800
2005/8/9,15137.63965,15047.83984,15161.79004,15029.38965,339751000
2005/8/10,15113.86035,15346.41016,15346.41016,15095.95996,479410000
2005/8/11,15432.74023,15445.2002,15477.13965,15330.9502,615163000
2005/8/12,15459.16992,15450.9502,15480.79981,15398.29981,412005600
2005/8/15,15435.49023,15466.05957,15482.15039,15391.57031,282287200
2005/8/16,15455.70996,15443.62012,15508.57031,15394.73047,322947800
2005/8/17,15331.08984,15449.58008,15449.58008,15309.5,398665600
2005/8/18,15442.50977,15148.08984,15455.16992,15101.73047,516748400
2005/8/19,15123.25977,15038.61035,15173.5,15001.44043,391603000
2005/8/22,15093.17969,15218.62988,15225.58984,15049.91016,277348200
2005/8/23,15222.49023,14973.88965,15244.90039,14938.04981,364369200
2005/8/24,14934.98047,14873.84961,14969.5,14861.42969,286594600
2005/8/25,14844.17969,14889.09961,14963.73047,14832,289215600
2005/8/26,14942.82031,14982.88965,14991.63965,14863.04004,274590800
2005/8/29,14851.67969,14836.96973,14861.48047,14734.42969,317385200
2005/8/30,14870.19043,14922.21973,14976.46973,14831.90039,240258000
2005/8/31,14853.63965,14903.54981,14927.04981,14796.50977,382671400
2005/9/1,15031.51953,15143.75,15149.61035,15014.76953,412152600
2005/9/2,15197.87012,15221.88965,15249.15039,15131.04004,285917800
2005/9/5,15231.76953,15227.83008,15244.04004,15179.75977,159710400
2005/9/6,15287.7002,15160.78027,15307.65039,15038.65039,248202800
2005/9/7,15247.91992,15224.57031,15271.20996,15205.99023,242847400
2005/9/8,15257.53027,15166.16992,15257.53027,15156.91016,286588200
2005/9/9,15168.57031,15165.76953,15188.42969,15081.28027,246364600
2005/9/12,15240.40039,15199.79004,15240.88965,15186.57031,183454000
2005/9/13,15159,15070.55957,15192.91992,15052.58008,259710000
2005/9/14,15059.91016,15086.62012,15097.29981,14979.65039,272578600
2005/9/15,15092.42969,15041.01953,15129.58984,14990.04981,238076200
2005/9/16,15033.08008,14983.2002,15035.4502,14965.98047,281685400
2005/9/20,14994.76953,15241.86035,15252.83984,14943.61035,424561400
2005/9/21,15207.08008,15223.62012,15271.91016,15162.59961,338187000
2005/9/22,15144.54981,15179.9502,15194.00977,15119.99023,297848400
2005/9/23,15169.04004,15143.96973,15169.87988,15045.54004,269944600
2005/9/26,15166.16016,15274.30957,15279.04004,15127.99023,293050400
2005/9/27,15286.51953,15189.87988,15312.36035,15163.66992,253552400
2005/9/28,15186.12988,15221.45996,15269.04004,15164.86035,312616200
2005/9/29,15248.87012,15431.25,15432.9502,15241.49023,378787200
2005/9/30,15449.29981,15428.51953,15470.50977,15394.67969,351307200
2005/10/3,15399.87012,15394.38965,15452.28027,15369.23047,270527400
2005/10/4,15397.37988,15382.20996,15493,15382.20996,317223200
2005/10/5,15317.08008,15161.03027,15317.08008,15137.51953,427003600
2005/10/6,14943.21973,14839.29981,14945.96973,14823,552974000
2005/10/7,14857.19043,14847.79004,14899.23047,14798.91016,453735200
2005/10/10,14898.83984,14898.76953,14933.92969,14852.33008,280169400
2005/10/12,14880.45996,14575.01953,14933.12012,14557.51953,547705800
2005/10/13,14527.01953,14621.83008,14644.66016,14508.54004,339541800
2005/10/14,14577.37012,14485.87988,14577.37012,14439.12988,433301600
2005/10/17,14551.74023,14541.34961,14572.67969,14449.37988,310244800
2005/10/18,14585.84961,14597.40039,14649.70996,14563.51953,281016800
2005/10/19,14434.73047,14372.75977,14463.07031,14345.87012,439359200
2005/10/20,14477.54004,14408.94043,14524.66016,14398.96973,357183200
2005/10/21,14364.67969,14487.84961,14491.94043,14308.61035,507689800
2005/10/24,14470.66992,14402.34961,14505.55957,14321.61035,290231200
2005/10/25,14566.04981,14424.87988,14566.09961,14422.40039,319840600
2005/10/26,14446.96973,14458.13965,14474.16016,14361.75977,394435000
2005/10/27,14475.66016,14381.05957,14484.32031,14376.86035,270958200
2005/10/28,14282.08984,14215.83008,14295.88965,14189.46973,382679000
2005/10/31,14313.41992,14386.37012,14393.28027,14255.92969,268522400
2005/11/1,14485.34961,14572.25977,14591.41992,14470.58008,395000600
2005/11/2,14583.08984,14597.48047,14604.5,14544.65039,270334600
2005/11/3,14626.61035,14601.58984,14649.86035,14546.87988,264688800
2005/11/4,14660.33984,14585.79004,14668.53027,14536.28027,254565600
2005/11/7,14498.83984,14365.79004,14503.46973,14353.90039,310755600
2005/11/8,14420.54981,14403.2002,14435.24023,14317.50977,259478400
2005/11/9,14440.61035,14597.54981,14626.59961,14417.46973,329370000
2005/11/10,14586.00977,14633.33008,14642.84961,14567.54981,251755600
2005/11/11,14668.23047,14740.59961,14808.46973,14655.73047,322659000
2005/11/14,14760.40039,14629.49023,14772.92969,14541.99023,273048000
2005/11/15,14573.51953,14627.41016,14671.01953,14518.75,254867800
2005/11/16,14632.40039,14650.54004,14683.99023,14603.7002,217729000
2005/11/17,14672.79981,14787.98047,14788.62012,14620.41992,331421400
2005/11/18,14915,14883.32031,14924.62012,14865.80957,381015600
2005/11/21,14939.7002,14885.57031,14942.07031,14843.87012,242625000
2005/11/22,14881.91992,14885.65039,14897.79981,14806.95996,197108000
2005/11/23,14961.92969,15062.34961,15071.23047,14925.71973,393797800
2005/11/24,15111.03027,15084.38965,15117.87988,15042.29981,262069400
2005/11/25,15053.91992,15081.46973,15100.94043,15027.75977,231676200
2005/11/28,15099.62988,15100,15133.87988,15073.54981,183583400
2005/11/29,15058.99023,15028.75977,15062.01953,14958.78027,226451800
2005/11/30,15028.74023,14937.13965,15072.83984,14936.90039,304252400
2005/12/1,14881.21973,15068.03027,15068.03027,14866.09961,412240200
2005/12/2,15178.09961,15200.37988,15232.32031,15129.29004,377939200
2005/12/5,15208.86035,15158.82031,15208.86035,15145.15039,222779400
2005/12/6,15156.83984,14990.61035,15161.87988,14967.78027,376164400
2005/12/7,15026.91992,15134.9502,15134.9502,14960.21973,335154000
2005/12/8,15095.17969,14879.16016,15095.17969,14860.54004,348480000
2005/12/9,14905.57031,14910.50977,14953.33984,14870.95996,232244400
2005/12/12,14991.62012,14984.40039,15079.95996,14972.05957,199318800
2005/12/13,14981.23047,14942.62012,14995.62988,14863.83984,330070000
2005/12/14,14981.4502,14976.25977,14981.4502,14867.71973,278860600
2005/12/15,15039.62988,15059.01953,15078.91992,15025.54004,318937000
2005/12/16,15077.98047,15029.80957,15078.37012,14967.78027,306449400
2005/12/19,15044.90039,15182.88965,15200.11035,15044.90039,310365600
2005/12/20,15172.12988,15169.16992,15200.7002,15128.58984,250971000
2005/12/21,15219.26953,15221.41992,15272.71973,15210.92969,243252200
2005/12/22,15251.09961,15182.53027,15252.4502,15170.91992,243697200
2005/12/23,15208.83984,15183.58008,15226.03027,15182.63965,164157400
2005/12/28,15076.94043,15101.54004,15173.48047,15049.41016,215911000
2005/12/29,15146.54981,15045.58984,15151.32031,15028.28027,266347000
2005/12/30,14959.41992,14876.42969,14972.2002,14811.63965,448872000
2006/1/3,14843.96973,14944.76953,14945.04981,14843.96973,250383000
2006/1/4,15112.75977,15200.05957,15208.86035,15085.44043,565220200
2006/1/5,15313.84961,15271.12988,15373.79004,15261.82031,514294600
2006/1/6,15327.29004,15344.44043,15347,15252.48047,397727400
2006/1/9,15497.96973,15547.42969,15602.87988,15497.71973,581542400
2006/1/10,15638.40039,15569.91016,15658.91016,15500.16016,581719000
2006/1/11,15584.54004,15650.87988,15725.46973,15584.54004,576574400
2006/1/12,15767.94043,15719.37012,15791.29981,15651.95996,503136400
2006/1/13,15672.38965,15787.96973,15792.36035,15670.76953,380816800
2006/1/16,15787.26953,15777.71973,15816.54004,15745.04004,393659200
2006/1/17,15798.51953,15576.2002,15798.51953,15550.23047,506251600
2006/1/18,15426.91992,15481.20996,15525.59961,15376.4502,437278800
2006/1/19,15555.78027,15670.41992,15675.26953,15549.67969,418395400
2006/1/20,15700.70996,15662.08008,15788.07031,15565.50977,556324200
2006/1/23,15454.79981,15464.76953,15497.92969,15412.25977,512870000
2006/1/24,15540.91992,15530.57031,15551.66016,15463.11035,334958200
2006/1/25,15560.66016,15520.38965,15572.37988,15487.67969,375993800
2006/1/26,15550.33008,15520.07031,15563.40039,15469.24023,361639800
2006/1/27,15659.20996,15753.13965,15770.4502,15650.69043,900109200
2006/2/1,15798.44043,15742.29981,15808.17969,15653.90039,540984600
2006/2/2,15771.33984,15691.69043,15775.65039,15666.94043,510822200
2006/2/3,15472.03027,15429.73047,15486.74023,15420.66016,565005800
2006/2/6,15415.87988,15548.05957,15564.95996,15374.88965,473072800
2006/2/7,15558.51953,15517.00977,15560.40039,15466.46973,526470000
2006/2/8,15451.20996,15373.44043,15469.50977,15327.07031,612390600
2006/2/9,15443.42969,15413.42969,15467.66992,15371.73047,397975800
2006/2/10,15365.38965,15425.9502,15443.4502,15355.44043,411900800
2006/2/13,15303.04004,15312.08984,15355.38965,15267.9502,406328000
2006/2/14,15241.66016,15420.32031,15445.07031,15240.9502,417382000
2006/2/15,15449.13965,15423.25977,15514.92969,15316.62988,436302800
2006/2/16,15495.79981,15450.87988,15495.79981,15436.53027,373306400
2006/2/17,15517.91992,15475.69043,15520.59961,15437.54004,354205000
2006/2/20,15525.74023,15598.66992,15627.04981,15525.74023,326216800
2006/2/21,15651.74023,15627.24023,15661.2002,15567.62988,359727400
2006/2/22,15613.86035,15635.71973,15641.78027,15584.26953,285357400
2006/2/23,15651.78027,15812.53027,15849.86035,15611.54981,527662800
2006/2/24,15848.5,15856.04981,15875.33008,15779.79004,350481000
2006/2/27,15943.63965,15949.88965,15999.30957,15890.79981,417455600
2006/2/28,15920.49023,15918.48047,15928.08008,15824.4502,357386400
2006/3/1,15768.20996,15818.08984,15887.62988,15768.20996,296409200
2006/3/2,15905.94043,15882.4502,15922.9502,15836.36035,294946800
2006/3/3,15887.66992,15802,15896.55957,15802,398964400
2006/3/6,15812.71973,15811.83008,15845.2002,15777,280681600
2006/3/7,15835.46973,15602.36035,15835.46973,15560.62012,503860000
2006/3/8,15545.41992,15493.08984,15555.82031,15348.21973,496846400
2006/3/9,15526.08984,15510.12988,15555.61035,15458.78027,371035400
2006/3/10,15521.40039,15445.04981,15521.40039,15397.17969,227922800
2006/3/13,15542.79004,15542.07031,15545.84961,15469.76953,213722400
2006/3/14,15548.12988,15519.75977,15548.26953,15461.80957,285640000
2006/3/15,15647.42969,15720.36035,15762.11035,15647,324151000
2006/3/16,15753.36035,15729.04004,15773.73047,15668.33984,237243800
2006/3/17,15778.48047,15801.66016,15845.96973,15715.41016,431043600
2006/3/20,15868.49023,15929.9502,15973.00977,15862.90039,428078000
2006/3/21,15911.49023,15922.75,15936.17969,15870.73047,249834200
2006/3/22,15790.4502,15642.80957,15840.13965,15619.13965,383483600
2006/3/23,15689.61035,15771.16992,15772.92969,15669.46973,315598200
2006/3/24,15778.17969,15716.45996,15792.04004,15671.62988,290918200
2006/3/27,15743.66992,15815.87012,15847.75,15694.11035,416034600
2006/3/28,15824.53027,15856.58008,15920.07031,15787,563170400
2006/3/29,15790.42969,15745.11035,15843.09961,15729.25977,365452000
2006/3/30,15819.41992,15880.69043,15954.91016,15819.41992,422453600
2006/3/31,15942.73047,15805.04004,15964.34961,15739.19043,424538400
2006/4/3,15904.96973,16063.75,16076.74023,15877.44043,340218000
2006/4/4,16107.21973,16100.08984,16121.21973,16039.50977,380671000
2006/4/6,16222.29004,16411.13086,16423.31055,16190.54981,575474200
2006/4/7,16415.51953,16471.7793,16534.83008,16328.62988,450439600
2006/4/10,16383.58008,16521.58984,16527.93945,16374.58984,335448400
2006/4/11,16480.85938,16475.81055,16505.75977,16381.00977,295626400
2006/4/12,16414.36914,16310.75977,16427.56055,16260.87988,448174000
2006/4/13,16360.16016,16429.44922,16446.66992,16308.76953,337570600
2006/4/18,16534.90039,16637.5293,16643.80078,16533.07031,422676000
2006/4/19,16858.0293,16830.43945,16897.81055,16780.5293,564111600
2006/4/20,16888.88086,16944.33984,16953.25,16753.18945,436367800
2006/4/21,16893.51953,16912.15039,16991.51953,16808.61914,414154200
2006/4/24,16917.60938,16705.66992,16930.00977,16678.31055,479641800
2006/4/25,16734.83008,16577.76953,16746.31055,16547.30078,495561400
2006/4/26,16628.59961,16672.66016,16739.26953,16539.07031,397465000
2006/4/27,16749.48047,16742.84961,16856.9707,16728.84961,293001200
2006/4/28,16461.59961,16661.30078,16672.41016,16429.5,362459600
2006/5/2,16764.58984,16868.03906,16896.85938,16744.16016,594247400
2006/5/3,17066.98047,17026.98047,17099.48047,16970.40039,530625800
2006/5/4,16966.24023,17013.92969,17076.91992,16966.24023,357919200
2006/5/8,17204.25,17301.78906,17328.42969,17204.25,552253400
2006/5/9,17278.86914,17133.99023,17278.86914,17118.2207,470048000
2006/5/10,17205.34961,17080.58984,17239.21094,17018.16992,388062000
2006/5/11,17065.96094,17140.7793,17185.78906,17010.40039,513897600
2006/5/12,16868.85938,16901.84961,16967.03906,16845.84961,405818200
2006/5/15,16623.34961,16494.83984,16673.5293,16455.46094,469529000
2006/5/16,16400.66016,16393.10938,16435.55078,16247.58008,582736400
2006/5/17,16497.91016,16615.55078,16626.71094,16421.08984,482784400
2006/5/18,16232.16016,16266.51953,16363.33984,16177.17969,503735800
2006/5/19,16169.78027,16313.36035,16361.94043,16155.76953,360012400
2006/5/22,16295.37012,15805.51953,16304.9502,15790.44043,472615200
2006/5/23,15747.40039,15864.55957,15888.48047,15691.12988,561383400
2006/5/24,15857.20996,15822.63965,15930.16992,15673.75,468294200
2006/5/25,15741.80957,15696.88965,15764.71973,15626.9502,426455600
2006/5/26,15897.28027,15895.09961,15932.25977,15814.92969,438535400
2006/5/29,15976.26953,15963.76953,16006.07031,15919.12988,307278200
2006/5/30,15976.37012,15857.88965,15976.37012,15840.33984,393298000
2006/6/1,15817.82031,15645.26953,15923.73047,15605.95996,488738600
2006/6/2,15731.82031,15912.70996,15920.05957,15677.04004,473210800
2006/6/5,15964.30957,16016.23047,16062.26953,15943.41992,307784200
2006/6/6,15844.91992,15973.11035,15985.99023,15824.19043,318078400
2006/6/7,15916.76953,15816.54981,15944.48047,15776.37012,320045000
2006/6/8,15603.11035,15450.11035,15611.51953,15419.41992,560586400
2006/6/9,15468.83008,15628.69043,15640.30957,15405.79004,441323800
2006/6/12,15560.70996,15621.44043,15680.32031,15498.26953,282433200
2006/6/13,15417.24023,15234.41992,15437.25977,15204.86035,487668800
2006/6/14,15238.58008,15247.91992,15396.5,15214.69043,410959200
2006/6/15,15419.67969,15435.08008,15455.57031,15355.42969,461480000
2006/6/16,15807.37012,15842.65039,15851.50977,15749.45996,562540800
2006/6/19,15759.95996,15768.86035,15781.55957,15723.36035,192452000
2006/6/20,15709,15608.96973,15709,15555.24023,449964000
2006/6/21,15599.86035,15659.36035,15667.7002,15520.41992,251937000
2006/6/22,15859.84961,15826.7002,15885.70996,15798.59961,330942400
2006/6/23,15729.54981,15808.80957,15828.49023,15682.80957,339210000
2006/6/26,15756.67969,15804.80957,15841.13965,15726.80957,306761400
2006/6/27,15827.84961,15774.7002,15892.91992,15770.91992,294448900
2006/6/28,15632.44043,15742.66016,15742.66016,15613.2002,303054000
2006/6/29,15890.2002,15865.21973,15916,15844.11035,364663200
2006/6/30,16170.79004,16267.62012,16273.74023,16125.25977,555019000
2006/7/3,16288.58984,16326.66016,16364.23047,16234.87988,295984400
2006/7/4,16363.15039,16368.98047,16379.03027,16312.16992,271767300
2006/7/5,16364,16267.17969,16377.66016,16254.69043,226094300
2006/7/6,16141.66992,16440.99023,16445.17969,16129.65039,256690800
2006/7/7,16497.90039,16459.7793,16497.90039,16399.48047,216761800
2006/7/10,16376.82031,16603.81055,16606.61914,16338.90039,223312300
2006/7/11,16512.24023,16490.13086,16568.61914,16477.46094,343592700
2006/7/12,16507.7207,16522.21094,16552.64063,16435.60938,197578800
2006/7/13,16490.48047,16305.48047,16557.9707,16288.42969,324527800
2006/7/14,16123.95996,16135.70996,16159.08984,16062.59961,296680300
2006/7/17,15980.5,16064.82031,16104.15039,15948.75977,231710500
2006/7/18,16035,16043.94043,16109.7002,15966.44043,240536700
2006/7/19,16069.79981,16097.54004,16171.12012,16062.58008,169546200
2006/7/20,16418.14063,16472.61914,16481.16992,16390.2793,316291000
2006/7/21,16406.7793,16464.17969,16483.23047,16376.03027,375659400
2006/7/24,16376.37988,16480.58984,16484.9707,16354.44043,251868300
2006/7/25,16668.63086,16583.85938,16671.39063,16580.64063,318878400
2006/7/26,16584.49023,16617.24023,16623.46094,16566.39063,235033400
2006/7/27,16713.03906,16916.76953,16924.2207,16713.03906,426090700
2006/7/28,16935,16955.03906,17034.55078,16918.78906,325931200
2006/7/31,17103.43945,16971.33984,17114.19922,16965.19922,263546300
2006/8/1,16990.2207,16911.36914,16990.2207,16907.38086,211895000
2006/8/2,16887.67969,17032.75,17085.65039,16872.71094,335435400
2006/8/3,17073.43945,17048.41992,17097.83984,17011.60938,314784500
2006/8/4,17049.96094,16887.80078,17096.41016,16867.94922,290811800
2006/8/7,16927.74023,16953.55078,16961.25977,16811.41992,216714100
2006/8/8,17056.57031,17048.19922,17066.44922,16994.56055,265395900
2006/8/9,16996,17346.58008,17349.99023,16959.00977,353961200
2006/8/10,17322.51953,17222.14063,17349.80078,17211.96094,291538300
2006/8/11,17255.23047,17249.94922,17323.49023,17211.4707,240485900
2006/8/14,17280.07031,17290.00977,17303.16992,17215.00977,205380100
2006/8/15,17274.50977,17274.07031,17295.30078,17242.83984,189984200
2006/8/16,17406.61914,17451.0293,17473.73047,17349.88086,319270700
2006/8/17,17501.94922,17373.05078,17506.21094,17329.05078,358907400
